id_nilai,nim,kode_matakuliah,nilai_angka,nilai_huruf
2485,240003929,MK05,86.88,B
2486,240000443,MK08,74.06,B
2487,240002111,MK04,77.2,A
2488,240003244,MK02,87.61,B+
2489,240002106,MK07,82.95,A
2490,240001259,MK02,73.11,C
2491,240001008,MK10,91.11,B+
2492,240003707,MK01,66.78,A
2493,240002346,MK10,68.09,C
2494,240001486,MK02,76.9,B+
2495,240004565,MK09,71.42,C
2496,240004817,MK10,79.08,C
2497,240003863,MK10,91.74,A
2498,240003137,MK08,72.99,A
2499,240002063,MK06,76.02,C
2500,240001017,MK08,70.98,A
2501,240002034,MK01,88.41,B+
2502,240001113,MK04,82.25,B+
2503,240004452,MK06,92.72,A
2504,240000797,MK08,74.87,C
2505,240001753,MK02,65.71,C
2506,240003097,MK06,72.82,C
2507,240001532,MK01,82.36,A
2508,240004428,MK03,85.25,A
2509,240000657,MK10,69.83,B+
2510,240001230,MK04,93.13,C
2511,240000371,MK07,61.46,B
2512,240004532,MK07,85.38,B+
2513,240001012,MK09,83.41,A
2514,240000845,MK04,95.05,B+
2515,240004896,MK03,67.66,B
2516,240004351,MK03,82.96,B
2517,240001674,MK07,62.95,B
2518,240003854,MK06,61.7,B
2519,240002927,MK06,75.96,B+
2520,240004497,MK06,99.06,A
2521,240004339,MK04,70.38,A
2522,240000345,MK02,75.77,B
2523,240001409,MK03,65.21,B
2524,240001135,MK04,71.91,B
2525,240000493,MK09,84.03,B
2526,240000932,MK02,84.4,B+
2527,240001713,MK02,95.54,B
2528,240002057,MK09,71.93,C
2529,240003531,MK03,64.59,A
2530,240001814,MK10,95.79,B+
2531,240000510,MK04,86.77,C
2532,240004731,MK03,82.34,B+
2533,240004981,MK10,69.06,B+
2534,240001616,MK08,64.24,C
2535,240000843,MK06,79.86,C
2536,240002168,MK07,60.44,C
2537,240001266,MK08,64.18,A
2538,240001673,MK03,67.11,B
2539,240001404,MK03,65.28,B+
2540,240003014,MK10,64.31,A
2541,240004078,MK01,84.53,B+
2542,240003499,MK07,72.39,A
2543,240000126,MK07,68.0,C
2544,240002052,MK01,91.89,B
2545,240003162,MK04,62.41,A
2546,240003391,MK07,76.91,A
2547,240004146,MK01,64.86,A
2548,240001133,MK04,68.82,A
2549,240000785,MK09,76.19,C
2550,240002343,MK10,98.21,B
2551,240002908,MK01,77.4,B
2552,240000263,MK07,85.7,B+
2553,240001956,MK08,94.68,B+
2554,240000410,MK10,99.42,B
2555,240003662,MK01,76.2,B
2556,240001083,MK02,73.95,B
2557,240003426,MK10,78.92,B+
2558,240003033,MK09,61.18,B
2559,240001913,MK06,79.8,B+
2560,240001179,MK01,80.21,C
2561,240000392,MK09,76.44,C
2562,240000388,MK10,77.18,A
2563,240004446,MK05,81.64,A
2564,240002109,MK08,85.5,B
2565,240001412,MK07,72.82,B
2566,240000569,MK06,83.01,B
2567,240001635,MK07,79.44,B+
2568,240003655,MK09,90.8,C
2569,240004285,MK09,74.71,B+
2570,240004668,MK10,67.0,B
2571,240004719,MK02,72.41,B
2572,240004682,MK02,79.25,C
2573,240002346,MK05,91.11,A
2574,240001023,MK07,73.73,B+
2575,240000181,MK04,86.99,C
2576,240002144,MK08,60.31,B+
2577,240001408,MK07,93.37,B
2578,240001859,MK08,76.28,B
2579,240000878,MK09,82.04,B
2580,240003155,MK10,98.88,A
2581,240000277,MK03,73.37,A
2582,240001544,MK09,86.97,C
2583,240002599,MK02,94.29,A
2584,240001537,MK02,74.91,B+
2585,240003931,MK08,82.63,C
2586,240001352,MK05,96.46,A
2587,240003511,MK09,66.75,A
2588,240004408,MK06,89.87,B+
2589,240004236,MK06,92.0,B
2590,240002378,MK04,84.16,C
2591,240003935,MK03,90.58,B+
2592,240002246,MK03,76.63,B+
2593,240002981,MK07,96.83,B
2594,240000810,MK07,70.08,B
2595,240002531,MK06,73.76,C
2596,240000520,MK02,89.25,C
2597,240001472,MK10,70.87,C
2598,240002013,MK07,78.12,C
2599,240001121,MK01,68.15,B+
2600,240003630,MK08,61.07,B
2601,240001359,MK09,83.46,C
2602,240003481,MK07,90.74,B
2603,240003980,MK08,90.88,A
2604,240003106,MK04,62.92,B
2605,240002224,MK07,60.49,C
2606,240002970,MK04,83.04,A
2607,240003937,MK08,62.66,B
2608,240004130,MK06,73.36,A
2609,240001270,MK04,72.87,B+
2610,240002591,MK09,76.76,B
2611,240000677,MK03,63.59,C
2612,240003596,MK02,72.95,B+
2613,240000689,MK07,70.18,C
2614,240002547,MK10,74.73,B
2615,240003722,MK02,84.6,B+
2616,240003872,MK07,63.31,B+
2617,240002929,MK03,63.3,B
2618,240001123,MK10,82.58,B
2619,240003643,MK08,85.07,B+
2620,240000326,MK07,89.2,C
2621,240003252,MK10,76.89,B+
2622,240004466,MK10,83.76,A
2623,240002275,MK06,91.21,B+
2624,240004966,MK06,94.93,B+
2625,240003381,MK03,75.45,C
2626,240003781,MK05,99.77,C
2627,240000617,MK02,69.22,B
2628,240000385,MK03,80.96,B+
2629,240003389,MK09,86.15,C
2630,240003567,MK08,78.94,B
2631,240001517,MK05,67.55,C
2632,240001523,MK06,95.88,C
2633,240004671,MK07,68.88,B+
2634,240002350,MK09,84.94,B+
2635,240001424,MK01,94.83,B
2636,240000570,MK08,62.98,B+
2637,240000047,MK01,92.72,B
2638,240002109,MK04,80.56,B+
2639,240001051,MK02,81.04,B+
2640,240003091,MK03,85.14,B
2641,240004423,MK03,79.41,C
2642,240003031,MK01,88.01,C
2643,240002627,MK05,99.04,A
2644,240002659,MK07,98.05,B+
2645,240001117,MK03,66.3,C
2646,240003991,MK01,62.9,A
2647,240000075,MK08,99.36,A
2648,240004697,MK09,71.14,B+
2649,240002878,MK10,67.95,C
2650,240004808,MK06,74.15,B
2651,240000713,MK07,68.09,B+
2652,240004075,MK07,96.25,B
2653,240004920,MK08,68.46,B
2654,240000471,MK06,85.45,B
2655,240002982,MK03,79.67,B
2656,240000923,MK10,93.35,B+
2657,240000683,MK05,70.25,B+
2658,240000388,MK04,84.97,B+
2659,240002584,MK06,83.92,C
2660,240001729,MK02,83.72,A
2661,240004409,MK06,92.25,C
2662,240001860,MK09,83.27,A
2663,240004455,MK04,98.5,B
2664,240000097,MK03,85.21,B+
2665,240000095,MK03,97.15,C
2666,240003467,MK10,65.74,B+
2667,240000340,MK09,91.91,C
2668,240003390,MK07,79.27,A
2669,240004540,MK04,80.11,B+
2670,240001628,MK06,91.23,A
2671,240001676,MK09,85.32,A
2672,240000211,MK09,67.52,A
2673,240001102,MK05,74.58,A
2674,240004806,MK10,92.73,C
2675,240001517,MK08,97.56,B
2676,240002085,MK03,80.6,A
2677,240001898,MK03,80.14,B+
2678,240003757,MK10,92.53,A
2679,240001851,MK06,78.56,B+
2680,240004012,MK08,85.59,A
2681,240003608,MK02,83.31,C
2682,240000348,MK08,91.24,A
2683,240003407,MK08,78.99,B+
2684,240000847,MK01,98.0,B+
2685,240000550,MK10,86.04,B+
2686,240000037,MK07,66.57,B+
2687,240004722,MK07,95.94,C
2688,240003211,MK07,74.78,C
2689,240000965,MK10,71.13,B+
2690,240004877,MK01,77.83,B
2691,240004940,MK04,96.61,B+
2692,240002269,MK02,61.94,A
2693,240003108,MK10,97.59,A
2694,240001920,MK01,80.13,C
2695,240001038,MK06,84.38,B
2696,240002031,MK01,73.64,B+
2697,240002242,MK09,75.54,B+
2698,240000311,MK01,68.07,A
2699,240004256,MK10,74.18,C
2700,240002363,MK03,72.6,A
2701,240004526,MK04,98.07,C
2702,240002088,MK02,93.86,B+
2703,240003470,MK04,65.69,B
2704,240001378,MK03,62.62,C
2705,240002632,MK04,61.07,B
2706,240002183,MK06,65.91,C
2707,240004786,MK08,77.48,B+
2708,240004776,MK01,89.14,C
2709,240003124,MK10,74.49,C
2710,240000893,MK09,76.01,B+
2711,240004748,MK04,77.74,B+
2712,240004370,MK05,92.27,B
2713,240002465,MK02,93.2,C
2714,240004244,MK01,66.91,B+
2715,240000306,MK04,62.75,B+
2716,240001152,MK07,92.17,C
2717,240001210,MK02,69.57,C
2718,240002899,MK08,73.28,B
2719,240001401,MK04,91.49,B
2720,240003371,MK03,82.87,C
2721,240002882,MK08,66.31,B
2722,240003417,MK08,64.65,A
2723,240000766,MK02,98.11,A
2724,240003231,MK01,77.07,B+
2725,240001674,MK02,62.74,A
2726,240004315,MK06,67.64,B
2727,240004115,MK10,70.26,B
2728,240001779,MK04,82.68,B+
2729,240002686,MK07,61.87,C
2730,240000559,MK05,71.37,A
2731,240000229,MK03,70.06,B+
2732,240003204,MK01,90.67,C
2733,240003990,MK05,64.54,B+
2734,240004198,MK06,93.86,B
2735,240002356,MK05,68.6,B
2736,240000369,MK04,77.99,B+
2737,240003704,MK03,73.29,A
2738,240003733,MK07,86.12,B+
2739,240002227,MK05,91.48,B+
2740,240001409,MK05,81.65,B
2741,240001809,MK03,69.89,C
2742,240003700,MK10,65.81,C
2743,240004216,MK01,82.62,B+
2744,240001288,MK05,93.78,A
2745,240004982,MK07,75.04,A
2746,240000334,MK06,87.35,A
2747,240003574,MK08,95.7,A
2748,240001478,MK04,61.6,B+
2749,240002560,MK03,72.27,A
2750,240000422,MK02,71.38,C
2751,240003991,MK03,84.76,C
2752,240003198,MK08,62.75,B+
2753,240004245,MK07,89.17,B
2754,240003089,MK02,96.61,A
2755,240001804,MK02,81.4,B
2756,240000078,MK03,93.02,B+
2757,240003534,MK10,80.69,B+
2758,240001889,MK04,78.59,B
2759,240004182,MK09,97.48,B+
2760,240001321,MK06,89.08,B+
2761,240003597,MK03,76.51,A
2762,240003171,MK08,90.45,B+
2763,240003437,MK10,80.87,B+
2764,240002951,MK03,73.93,B
2765,240000776,MK10,77.63,C
2766,240002757,MK10,70.82,A
2767,240000528,MK04,67.84,B+
2768,240001626,MK10,96.17,B
2769,240003273,MK05,63.3,A
2770,240000838,MK07,97.2,A
2771,240004950,MK02,94.53,C
2772,240001060,MK06,86.15,B+
2773,240002644,MK06,80.75,B+
2774,240002337,MK01,99.55,B+
2775,240000913,MK07,92.6,B+
2776,240002934,MK10,73.52,B+
2777,240002225,MK03,79.62,B+
2778,240000156,MK09,65.89,B
2779,240001251,MK07,68.37,B+
2780,240004070,MK07,74.85,C
2781,240002448,MK02,67.53,B
2782,240002508,MK01,68.67,A
2783,240002191,MK10,64.66,B+
2784,240001981,MK03,64.98,A
2785,240001946,MK05,94.35,C
2786,240003234,MK07,86.22,B
2787,240001360,MK06,76.41,B
2788,240001160,MK09,74.47,B
2789,240003058,MK07,95.93,A
2790,240001627,MK07,70.68,B+
2791,240000846,MK05,72.55,A
2792,240002090,MK05,67.93,A
2793,240004369,MK02,64.45,C
2794,240002493,MK01,94.32,C
2795,240004506,MK05,66.44,B
2796,240003625,MK09,67.36,B
2797,240003247,MK08,84.52,B
2798,240000726,MK08,65.01,A
2799,240002841,MK05,68.24,C
2800,240001434,MK05,98.2,B
2801,240001784,MK02,88.7,C
2802,240000290,MK07,95.87,B
2803,240004259,MK04,99.28,C
2804,240000111,MK03,75.8,A
2805,240003112,MK01,80.51,C
2806,240001590,MK07,70.16,A
2807,240001474,MK10,76.62,B+
2808,240001732,MK05,68.78,B+
2809,240003064,MK10,66.99,B+
2810,240001364,MK01,78.25,C
2811,240002424,MK06,94.88,C
2812,240002780,MK06,69.94,A
2813,240001558,MK01,91.78,B+
2814,240001825,MK01,76.9,B
2815,240002004,MK03,83.03,B
2816,240004423,MK08,94.68,B
2817,240001469,MK10,78.47,A
2818,240004195,MK05,88.99,A
2819,240004820,MK05,85.64,A
2820,240001339,MK02,78.54,B+
2821,240002933,MK06,84.26,C
2822,240003997,MK09,71.53,B
2823,240001537,MK06,89.29,A
2824,240004836,MK03,74.92,B
2825,240004776,MK08,96.21,C
2826,240003950,MK08,81.49,C
2827,240003954,MK08,68.7,C
2828,240004991,MK08,67.95,B+
2829,240000907,MK05,66.17,C
2830,240002343,MK03,98.42,A
2831,240003861,MK09,74.2,A
2832,240000654,MK06,99.96,B
2833,240000371,MK03,72.86,A
2834,240002089,MK10,72.56,B+
2835,240001049,MK07,98.11,A
2836,240001212,MK07,93.87,B+
2837,240000666,MK08,87.41,C
2838,240003738,MK03,79.15,C
2839,240001824,MK08,81.12,C
2840,240001516,MK09,65.75,B+
2841,240000788,MK02,94.56,C
2842,240000596,MK05,63.06,A
2843,240001580,MK07,98.47,B
2844,240000401,MK10,83.72,A
2845,240000402,MK03,64.9,B
2846,240003644,MK08,78.62,B+
2847,240002005,MK10,68.02,A
2848,240000861,MK05,73.04,B+
2849,240002667,MK10,88.88,B
2850,240000250,MK06,61.66,A
2851,240000559,MK02,80.07,C
2852,240002512,MK08,67.76,C
2853,240003172,MK01,88.7,C
2854,240001430,MK08,96.38,B
2855,240002825,MK10,90.89,C
2856,240004214,MK07,83.74,C
2857,240002170,MK06,99.33,B+
2858,240001300,MK08,83.31,C
2859,240000044,MK02,90.57,A
2860,240004082,MK06,96.11,C
2861,240004876,MK09,88.97,B+
2862,240003579,MK02,79.93,B+
2863,240003451,MK05,66.98,A
2864,240002556,MK05,94.82,C
2865,240000804,MK05,84.25,B
2866,240004550,MK06,80.11,A
2867,240003072,MK02,89.8,B
2868,240004117,MK03,76.88,B+
2869,240002432,MK03,66.93,A
2870,240001085,MK04,82.17,C
2871,240000033,MK08,73.5,B+
2872,240003134,MK10,72.18,A
2873,240000905,MK04,82.49,C
2874,240003285,MK03,87.25,B+
2875,240002630,MK07,68.9,B+
2876,240004978,MK02,81.26,B+
2877,240000055,MK01,89.44,C
2878,240004745,MK09,91.34,B
2879,240001921,MK06,68.97,B+
2880,240001820,MK09,75.93,C
2881,240004240,MK08,76.07,B
2882,240000607,MK02,63.97,A
2883,240000258,MK05,90.31,B
2884,240000650,MK01,72.19,B
2885,240001194,MK03,93.62,B+
2886,240003378,MK06,94.87,C
2887,240002663,MK10,90.88,B+
2888,240002883,MK09,70.31,B
2889,240003508,MK08,68.44,B+
2890,240001933,MK08,60.0,A
2891,240001913,MK08,99.69,B+
2892,240000862,MK07,84.34,C
2893,240000381,MK10,82.59,C
2894,240001823,MK04,62.52,B+
2895,240003330,MK10,62.31,C
2896,240001766,MK07,92.82,A
2897,240004900,MK01,87.32,C
2898,240004724,MK08,71.35,B+
2899,240000506,MK06,82.74,C
2900,240002993,MK04,65.95,C
2901,240004601,MK02,77.12,B+
2902,240004242,MK02,66.08,B
2903,240002974,MK04,69.66,B+
2904,240002741,MK03,82.89,B+
2905,240000573,MK07,79.05,C
2906,240002010,MK03,70.54,C
2907,240002170,MK08,73.83,C
2908,240004734,MK08,94.04,A
2909,240002963,MK04,60.72,B+
2910,240001227,MK03,86.74,A
2911,240001318,MK07,83.38,B+
2912,240004018,MK02,83.13,C
2913,240000012,MK01,83.57,A
2914,240001907,MK05,63.35,C
2915,240004334,MK01,94.78,C
2916,240000290,MK01,81.1,A
2917,240001604,MK10,66.43,A
2918,240002869,MK08,75.9,B
2919,240003509,MK03,88.7,B
2920,240002122,MK05,91.84,B+
2921,240004405,MK05,83.85,C
2922,240000557,MK08,60.2,C
2923,240001122,MK08,86.91,A
2924,240001640,MK02,87.05,A
2925,240001716,MK05,84.94,B+
2926,240004278,MK08,90.71,C
2927,240001979,MK08,85.5,A
2928,240001367,MK08,68.61,A
2929,240000208,MK08,74.75,C
2930,240003610,MK07,69.95,A
2931,240000271,MK09,80.97,B
2932,240004218,MK04,74.83,A
2933,240003352,MK08,82.35,B+
2934,240002417,MK01,65.33,A
2935,240001238,MK05,77.32,C
2936,240002616,MK05,70.62,C
2937,240000937,MK04,86.55,C
2938,240003064,MK01,74.84,B
2939,240004068,MK04,67.35,B
2940,240001539,MK06,76.4,B+
2941,240004260,MK01,97.67,B
2942,240004856,MK04,63.26,A
2943,240003549,MK03,69.68,A
2944,240004213,MK09,67.95,B+
2945,240002913,MK06,99.43,A
2946,240000637,MK05,73.84,B
2947,240000837,MK09,92.52,C
2948,240002360,MK10,89.8,C
2949,240001393,MK04,90.99,B+
2950,240002438,MK03,99.62,A
2951,240003957,MK07,66.58,B
2952,240003795,MK04,95.14,B
2953,240000748,MK07,61.03,A
2954,240004121,MK02,65.04,B
2955,240003065,MK10,76.98,B+
2956,240001093,MK08,95.99,C
2957,240002260,MK02,93.12,C
2958,240000452,MK10,79.06,C
2959,240001706,MK08,68.14,B
2960,240004439,MK08,94.06,A
2961,240002016,MK01,99.98,C
2962,240004906,MK02,74.06,C
2963,240000053,MK09,82.35,A
2964,240003403,MK03,89.49,A
2965,240003892,MK04,69.96,B+
2966,240003996,MK07,91.59,C
2967,240003210,MK10,91.66,A
2968,240004412,MK07,65.36,B
2969,240004578,MK06,64.99,B
2970,240000519,MK02,76.15,A
2971,240004891,MK05,96.66,B
2972,240001692,MK02,82.82,B
2973,240002657,MK03,92.06,C
2974,240004590,MK09,84.2,B+
2975,240000491,MK05,79.62,A
2976,240004746,MK08,86.6,C
2977,240001522,MK09,67.72,B+
2978,240002664,MK10,82.23,B
2979,240003812,MK05,71.73,B+
2980,240002593,MK09,86.52,C
2981,240004989,MK01,90.24,B+
2982,240003315,MK10,70.66,B
2983,240004892,MK03,81.02,C
2984,240000719,MK03,81.3,B+
2985,240002013,MK08,62.13,C
2986,240002631,MK01,76.7,B
2987,240000354,MK08,84.38,C
2988,240003469,MK06,69.63,C
2989,240000610,MK01,80.15,A
2990,240004334,MK05,70.15,B+
2991,240004969,MK02,72.6,A
2992,240000687,MK02,81.18,C
2993,240004315,MK02,99.54,C
2994,240003877,MK05,75.42,B+
2995,240001072,MK01,79.86,A
2996,240001940,MK09,81.15,B
2997,240003507,MK09,85.06,C
2998,240002877,MK07,91.69,B
2999,240000908,MK06,73.52,C
3000,240002660,MK06,81.36,B
3001,240002373,MK07,87.81,B+
3002,240003213,MK09,93.46,B
3003,240003456,MK02,75.49,B+
3004,240004015,MK06,61.11,B+
3005,240002931,MK02,99.26,B+
3006,240002309,MK01,95.29,B+
3007,240002683,MK10,88.77,B+
3008,240004729,MK01,74.99,B+
3009,240004377,MK06,70.69,B+
3010,240004807,MK02,94.84,B
3011,240001626,MK04,94.35,B
3012,240001783,MK05,83.69,C
3013,240004422,MK01,61.46,C
3014,240001821,MK01,84.29,C
3015,240004182,MK03,86.48,C
3016,240001515,MK06,73.93,C
3017,240002219,MK04,77.3,C
3018,240001265,MK05,65.47,C
3019,240003525,MK02,94.6,A
3020,240003283,MK08,95.28,A
3021,240001903,MK03,88.65,B
3022,240004941,MK08,94.85,A
3023,240001858,MK06,67.64,A
3024,240004017,MK09,72.65,B+
3025,240004186,MK06,93.98,A
3026,240003849,MK04,91.41,B
3027,240003396,MK01,61.56,B
3028,240002931,MK06,82.67,A
3029,240000453,MK05,72.68,B+
3030,240000214,MK05,77.4,A
3031,240001563,MK10,62.94,B+
3032,240001233,MK04,70.85,A
3033,240000706,MK01,87.25,B
3034,240001061,MK04,77.81,A
3035,240000796,MK09,92.84,B+
3036,240003127,MK05,60.8,A
3037,240003966,MK01,60.54,A
3038,240000087,MK07,76.22,C
3039,240001125,MK01,61.48,B+
3040,240000460,MK07,77.23,B+
3041,240001198,MK02,63.28,B
3042,240001155,MK10,76.58,A
3043,240004582,MK05,81.3,A
3044,240003224,MK06,87.97,B+
3045,240002117,MK10,65.21,A
3046,240002363,MK01,99.86,C
3047,240000002,MK04,88.03,A
3048,240004556,MK03,80.13,B+
3049,240004429,MK01,87.69,C
3050,240001695,MK04,80.62,B+
3051,240003454,MK06,95.75,B+
3052,240004195,MK01,92.01,C
3053,240000494,MK01,76.18,C
3054,240002117,MK02,73.09,C
3055,240002923,MK02,94.46,A
3056,240002447,MK07,64.8,B
3057,240001479,MK09,73.68,A
3058,240003986,MK02,77.63,B+
3059,240001554,MK07,75.13,B
3060,240002569,MK04,77.88,B
3061,240002705,MK05,97.82,B+
3062,240001288,MK07,67.29,A
3063,240004546,MK02,75.52,C
3064,240004511,MK02,93.16,C
3065,240001378,MK08,93.94,C
3066,240003948,MK02,79.77,B
3067,240000465,MK10,68.9,B+
3068,240003468,MK01,66.05,A
3069,240004622,MK09,90.83,A
3070,240003478,MK05,76.77,A
3071,240003685,MK03,91.5,C
3072,240002360,MK10,85.57,C
3073,240004085,MK06,84.61,B
3074,240000163,MK02,82.19,C
3075,240001173,MK07,69.79,B+
3076,240002884,MK05,62.78,B
3077,240002747,MK07,63.69,B+
3078,240002946,MK06,98.65,C
3079,240000165,MK07,75.75,B+
3080,240001970,MK07,99.24,A
3081,240000317,MK02,95.26,A
3082,240003334,MK10,74.44,C
3083,240002896,MK08,87.21,B+
3084,240002368,MK09,88.51,B
3085,240002351,MK06,93.31,B
3086,240002358,MK03,78.8,C
3087,240001999,MK06,96.32,B+
3088,240002465,MK03,66.48,B
3089,240002482,MK05,94.77,B+
3090,240000245,MK04,74.2,B+
3091,240004043,MK02,65.35,B
3092,240004673,MK06,83.68,B
3093,240000902,MK06,80.04,C
3094,240001152,MK09,64.78,A
3095,240002042,MK03,78.35,B
3096,240001214,MK03,92.93,C
3097,240002348,MK07,70.21,B+
3098,240004405,MK05,76.36,A
3099,240004125,MK07,85.88,B
3100,240001258,MK03,70.66,B+
3101,240000731,MK10,71.68,B
3102,240002882,MK03,63.57,B
3103,240002232,MK05,78.13,B+
3104,240001702,MK04,97.18,B
3105,240002085,MK02,60.27,B
3106,240004783,MK10,66.44,B+
3107,240003952,MK04,63.52,B+
3108,240003757,MK07,72.14,B+
3109,240002623,MK02,75.82,A
3110,240004806,MK02,70.05,B
3111,240004631,MK07,82.17,C
3112,240003649,MK07,79.21,A
3113,240000970,MK09,68.58,C
3114,240001385,MK07,94.46,B
3115,240002033,MK10,81.18,A
3116,240004643,MK02,78.93,B+
3117,240002713,MK08,92.19,B
3118,240002793,MK02,66.47,A
3119,240003470,MK06,90.12,C
3120,240002991,MK09,81.52,A
3121,240000609,MK01,82.28,B
3122,240000790,MK07,75.54,C
3123,240000785,MK04,60.79,B
3124,240003521,MK06,92.95,B
3125,240003431,MK04,82.69,B
3126,240002550,MK02,92.16,A
3127,240002251,MK02,77.11,C
3128,240001674,MK03,75.4,A
3129,240000991,MK03,63.84,B+
3130,240001726,MK09,78.82,B+
3131,240001160,MK05,65.42,B
3132,240000804,MK08,66.46,A
3133,240000932,MK07,79.35,A
3134,240001818,MK04,88.75,B
3135,240002720,MK01,73.26,B+
3136,240004470,MK08,78.87,B
3137,240001586,MK03,69.12,C
3138,240004227,MK05,80.87,B
3139,240000796,MK09,70.73,C
3140,240004084,MK04,62.74,C
3141,240000042,MK07,91.3,C
3142,240000336,MK02,93.04,C
3143,240004889,MK09,64.57,B
3144,240001383,MK08,73.34,A
3145,240003411,MK06,65.6,B+
3146,240000611,MK01,63.89,A
3147,240000112,MK01,93.73,B+
3148,240003382,MK05,78.2,A
3149,240004369,MK09,94.29,B+
3150,240001486,MK10,82.61,B
3151,240004934,MK02,74.89,B+
3152,240004735,MK03,66.7,A
3153,240001394,MK06,68.77,A
3154,240004559,MK03,95.39,A
3155,240000845,MK06,77.03,B
3156,240002281,MK02,67.83,B
3157,240002596,MK06,78.34,C
3158,240004436,MK02,80.77,A
3159,240004678,MK03,96.03,C
3160,240004645,MK09,70.51,B+
3161,240004900,MK06,71.27,A
3162,240002397,MK08,81.84,B+
3163,240001895,MK08,60.26,B+
3164,240000745,MK10,78.31,B
3165,240000707,MK08,93.31,A
3166,240002808,MK09,86.14,B+
3167,240002999,MK07,75.94,A
3168,240002623,MK08,85.02,A
3169,240004448,MK09,76.41,C
3170,240000517,MK04,62.32,A
3171,240001862,MK10,79.72,B+
3172,240000575,MK05,96.43,C
3173,240002943,MK02,84.0,A
3174,240002632,MK09,66.88,B+
3175,240001009,MK05,98.03,C
3176,240002477,MK04,87.27,B
3177,240001271,MK04,83.82,B+
3178,240004800,MK09,89.18,C
3179,240000584,MK01,85.09,C
3180,240002293,MK06,89.45,C
3181,240001334,MK04,92.71,C
3182,240004782,MK03,84.15,A
3183,240003165,MK08,79.24,A
3184,240001916,MK03,68.0,B+
3185,240000116,MK04,78.81,A
3186,240004789,MK07,75.93,B
3187,240002178,MK06,76.03,A
3188,240003088,MK07,98.32,A
3189,240003312,MK02,70.44,C
3190,240004796,MK04,96.24,C
3191,240001339,MK03,86.15,A
3192,240003177,MK07,97.2,A
3193,240000071,MK05,69.37,A
3194,240003940,MK09,77.77,A
3195,240002717,MK06,97.97,A
3196,240002075,MK06,96.06,B
3197,240001670,MK05,79.15,A
3198,240004659,MK05,68.47,C
3199,240004265,MK08,86.13,B+
3200,240004349,MK01,78.65,A
3201,240004055,MK05,72.5,C
3202,240004656,MK10,65.93,B+
3203,240001418,MK02,98.32,C
3204,240003657,MK06,62.03,C
3205,240000470,MK06,90.35,A
3206,240000913,MK03,94.58,A
3207,240004843,MK07,64.93,B+
3208,240004836,MK01,81.65,B
3209,240003950,MK02,90.0,B
3210,240001878,MK10,73.88,C
3211,240003757,MK09,82.79,A
3212,240004618,MK05,92.94,A
3213,240002124,MK09,92.9,B
3214,240000367,MK01,70.79,B+
3215,240001225,MK08,79.0,B+
3216,240004272,MK07,83.93,C
3217,240000175,MK01,60.22,A
3218,240004179,MK07,64.58,C
3219,240003697,MK03,94.16,C
3220,240003473,MK01,85.39,C
3221,240000599,MK04,66.7,B+
3222,240003331,MK09,75.12,B+
3223,240003788,MK05,79.37,A
3224,240000575,MK09,71.21,B+
3225,240003850,MK07,93.73,A
3226,240001053,MK09,69.98,B
3227,240000033,MK06,99.86,A
3228,240004764,MK03,75.58,C
3229,240002367,MK07,63.88,C
3230,240000343,MK02,60.47,C
3231,240004674,MK03,87.39,A
3232,240002182,MK03,97.94,B
3233,240003784,MK02,66.35,B+
3234,240004821,MK01,77.6,A
3235,240001601,MK08,99.35,C
3236,240000009,MK05,68.21,A
3237,240004168,MK03,71.45,A
3238,240003177,MK10,78.32,B
3239,240004693,MK06,74.89,C
3240,240002214,MK10,97.03,A
3241,240001921,MK05,85.7,C
3242,240004265,MK09,74.46,B+
3243,240000489,MK03,72.95,A
3244,240002130,MK01,78.59,B+
3245,240004609,MK02,84.4,B
3246,240003056,MK05,99.31,C
3247,240004310,MK07,82.26,B
3248,240001436,MK09,84.18,C
3249,240001898,MK04,87.95,B+
3250,240002130,MK04,79.83,A
3251,240004465,MK08,95.89,B+
3252,240004355,MK05,63.41,B+
3253,240000474,MK09,85.9,A
3254,240002724,MK07,97.43,A
3255,240003768,MK04,82.72,B+
3256,240001363,MK10,97.43,C
3257,240002380,MK03,90.79,B
3258,240002068,MK07,75.03,A
3259,240001133,MK01,86.65,B
3260,240001090,MK05,83.1,B+
3261,240001026,MK10,94.35,C
3262,240000687,MK03,97.88,C
3263,240001660,MK05,76.22,B
3264,240004739,MK04,80.99,C
3265,240000940,MK10,75.85,A
3266,240002991,MK09,86.72,C
3267,240004956,MK08,91.68,B+
3268,240003950,MK02,84.71,B+
3269,240002506,MK10,92.48,C
3270,240004647,MK08,60.78,A
3271,240001836,MK07,92.94,B+
3272,240003007,MK08,96.89,B
3273,240001171,MK03,70.76,B+
3274,240001281,MK04,98.85,C
3275,240004173,MK02,86.79,A
3276,240002638,MK06,93.64,B+
3277,240002011,MK08,92.04,B
3278,240000176,MK07,76.1,A
3279,240002427,MK07,84.73,A
3280,240000210,MK03,62.62,A
3281,240003740,MK09,90.26,B
3282,240004271,MK06,91.49,C
3283,240003061,MK04,94.84,C
3284,240004599,MK03,70.82,B
3285,240002971,MK10,66.37,A
3286,240004298,MK02,76.91,C
3287,240001493,MK08,80.49,C
3288,240001485,MK01,96.44,B+
3289,240003476,MK01,68.58,A
3290,240003493,MK04,98.06,B
3291,240003018,MK04,95.4,B+
3292,240000414,MK10,67.3,B
3293,240003303,MK04,68.75,B+
